Bibliographic,,,Study methods,,,,,,,,,,Study outcomes,,,,,,,,,Effect size,,Comparator (spatial),,,,Comparator (temporal),,,,,,Reviewer comments,,,,,
Covidence ID,Citation,Data point,Study focus,Outcome measure focus,Source of data,Data type,Primary data collection method,Primary data collection method,Primary data collection method,Secondary data type,Secondary data source,Secondary data source,Outcome category,Analysis,Outcome measure,Taxon,Species,Unit,Additional treatment variables,Demographic groups,Qualitative analysis,Statistical analysis of impacts,Statistical methods,Number of reference sites (MPA),Number of comparator sites (OA),Number of reference sites (TURF),Number of reference sites (MEABR),Study start date,Study end date,Study duration,Number of time intervals,Before / after study,BACI study,,,,,,
#292,Wood 2013,3,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Fish, Copepod parasite","C. variegatus,  Clavellotis dilatata",no. of individuals per host,N/A,N/A,N/A,Yes,GLMNB,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,4,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Fish, parasite","C. variegatus, gnathiid isopods ",no. of individuals per host,N/A,N/A,N/A,Yes,GLMNB,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,5,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Fish, parasite","C. variegatus, cymothoid isopods",no. of individuals per host,N/A,N/A,N/A,Yes,GLMNB,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,6,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Fish, parasite","C. variegatus, Microcotyle nemadactylus",no. of individuals per host,N/A,N/A,N/A,Yes,GLMNB,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,7,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Fish, parasite","A. punctatus, Lepeophtheirus frecuens",no. of individuals per host,N/A,N/A,N/A,Yes,GLMNB,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,8,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Fish, Copepod","A. punctatus, Clavellotis dilatata ",no. of individuals per host,N/A,N/A,N/A,Yes,GLMNB,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,9,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Fish, parasite","A. punctatus, gnathiid isopods",no. of individuals per host,N/A,N/A,N/A,Yes,GLMNB,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,10,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Size,Inferential analysis,Length,Fish,C. variegatus,N/A,N/A,N/A,N/A,Yes,ANOVA,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,11,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Size,Inferential analysis,Length,Fish,"A. punctatus,",N/A,N/A,N/A,N/A,Yes,ANOVA,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,12,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Fish, Trematode parasite","C. variegatus, Encotyllabe sp",individuals/m2,N/A,N/A,N/A,Yes,GLMNB,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,13,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Fish, parasite","C. variegatus, Lepeophtheirus sp.",individuals/m2,N/A,N/A,N/A,Yes,GLMNB,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,14,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Fish, Copepod","C. variegatus,  Clavellotis dilatata",individuals/m2,N/A,N/A,N/A,Yes,GLMNB,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,15,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Fish, parasite","A. punctatus, Lepeophtheirus frecuens",individuals/m2,N/A,N/A,N/A,Yes,GLMNB,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,16,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Fish, Copepod","A. punctatus, Clavellotis dilatata ",individuals/m2,N/A,N/A,N/A,Yes,GLMNB,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,17,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Limpet, Trematode parasite","Fissurella latimarginata, Proctoeces lintoni",individuals/m2,N/A,N/A,N/A,Yes,GLMNB,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,18,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Red sea urchin, Parasite","Loxechinus albus, Pinnaxodes chilensis",individuals/m2,N/A,N/A,N/A,Yes,GLMNB,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,19,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Size,Inferential analysis,Body size,Keyhole limpet,Fissurella latimarginata,N/A,N/A,N/A,N/A,Yes,ANOVA,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#292,Wood 2013,20,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Size,Inferential analysis,Body size,Red sea urchin,Loxechinus albus,N/A,N/A,N/A,N/A,Yes,ANOVA,1,3,0,2,2008,2008,<1,1,No,No,,,,,,
#192,AlonsoVega 2018,1,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Density,Descriptive ,Density,Kelp,Lessonia berteroana,individuals/m2,Season,N/A,N/A,No,N/A,0,2,0,2,2017,2018,<1,2,No,No,Measured chemical composition as an indicator of harvesting pressure,,,,,
#192,AlonsoVega 2018,2,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Biomass,Descriptive ,Biomass,Kelp,Lessonia berteroana,kg/m2,Season,N/A,N/A,No,N/A,0,2,0,2,2017,2018,<1,2,No,No,,,,,,
#192,AlonsoVega 2018,3,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Descriptive ,Holdfast diameter,Kelp,Lessonia berteroana,cm,Season,N/A,N/A,No,N/A,0,2,0,2,2017,2018,<1,2,No,No,,,,,,
#192,AlonsoVega 2018,4,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Chemical composition,Descriptive ,Crude protein,Kelp,Lessonia berteroana,%,"Season, morphological structure",N/A,N/A,No,N/A,0,2,0,2,2017,2018,<1,2,No,No,,,,,,
#192,AlonsoVega 2018,5,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Chemical composition,Descriptive ,Total lipids,Kelp,Lessonia berteroana,%,"Season, morphological structure",N/A,N/A,No,N/A,0,2,0,2,2017,2018,<1,2,No,No,,,,,,
#192,AlonsoVega 2018,6,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Chemical composition,Descriptive ,Crude fiber,Kelp,Lessonia berteroana,%,"Season, morphological structure",N/A,N/A,No,N/A,0,2,0,2,2017,2018,<1,2,No,No,,,,,,
#192,AlonsoVega 2018,7,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Chemical composition,Descriptive ,Nitrogen Free Extract,Kelp,Lessonia berteroana,%,"Season, morphological structure",N/A,N/A,No,N/A,0,2,0,2,2017,2018,<1,2,No,No,,,,,,
#192,AlonsoVega 2018,8,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Chemical composition,Descriptive ,Ash content,Kelp,Lessonia berteroana,%,"Season, morphological structure",N/A,N/A,No,N/A,0,2,0,2,2017,2018,<1,2,No,No,,,,,,
#272,Aldana 2014,1,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Density,Inferential analysis,Abundance,Keyhole limpet,Fissurella crassa ,individuals/0.25m2,N/A,N/A,N/A,Yes,ANOVA,0,3,0,3,2010,2010,<1,1,No,No,,,,,,
#272,Aldana 2014,2,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite prevalence,"Keyhole limpet, Trematode parasite","Fissurella crassa, Proctoeces lintoni  ",%,Limpet age,N/A,N/A,Yes,Log linear analysis (G-squared),0,3,0,3,2010,2010,<1,1,No,No,,,,,,
#272,Aldana 2014,3,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Parasitism,Inferential analysis,Parasite intensity,"Keyhole limpet, Trematode parasite","Fissurella crassa, Proctoeces lintoni  ",no. per individual,Limpet age,N/A,N/A,Yes,"ANOVA, Tukey test",0,3,0,3,2010,2010,<1,1,No,No,,,,,,
#272,Aldana 2014,4,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Size,Inferential analysis,Shell length,Keyhole limpet,Fissurella crassa ,mm,"Parasitism, Limpet age",N/A,N/A,Yes,ANOVA,0,3,0,3,2010,2010,<1,1,No,No,,,,,,
#395,Avendaño 2005,1,Environmental,Environmental,Primary,Quantitative,Mark and recapture,Cohort study,N/A,N/A,N/A,N/A,Population change,Inferential analysis,Growth rate,Scallop,Argopecten purpuratus,mm/month,N/A,N/A,N/A,Yes,L-infinity coefficients,1,0,0,0,2001,2003,2,3,No,No,,,,,,
#395,Avendaño 2005,2,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Density,Descriptive ,Density,Scallop,Argopecten purpuratus,individuals/m2,Spatial,N/A,N/A,No,N/A,1,0,0,0,2001,2003,2,3,No,No,,,,,,
#395,Avendaño 2005,3,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Abundance,Descriptive ,Abundance,Scallop,Argopecten purpuratus,no. of individuals,N/A,N/A,N/A,No,N/A,1,0,0,0,2001,2003,2,3,No,No,,,,,,
#395,Avendaño 2005,4,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Descriptive ,Length,Scallop,Argopecten purpuratus,mm,N/A,N/A,N/A,No,N/A,1,0,0,0,2001,2003,2,3,No,No,,,,,,
#395,Avendaño 2005,5,Environmental,Environmental,Primary,Quantitative,Mark and recapture,Cohort study,N/A,N/A,N/A,N/A,Population change,Inferential analysis,Population change (mortality and survival),Scallop,Argopecten purpuratus,Z,N/A,N/A,N/A,Yes,Catch curve (Z),1,0,0,0,2001,2003,2,3,No,No,,,,,,
#233,Aldana 2016,1,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Richness,Descriptive,Taxanomic richness,"Algae, Invertebrate",N/A,no. of taxa,Predator exclusion,N/A,N/A,No,N/A,0,1,0,1,2008,2009,1,1,No,No,,,,,,
#233,Aldana 2016,2,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Density,Inferential analysis,Density,Algae,N/A,% cover / 5cm2,Predator exclusion,N/A,N/A,Yes,GLM (2-way ANOVA),0,1,0,1,2008,2009,1,1,No,No,,,,,,
#233,Aldana 2016,3,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Diversity,Inferential analysis,Diversity,Algae,N/A,Shannon index,Predator exclusion,N/A,N/A,Yes,GLM (2-way ANOVA),0,1,0,1,2008,2009,1,1,No,No,,,,,,
#233,Aldana 2016,4,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Richness,Inferential analysis,Species richness,Algae,N/A,species/5cm2,Predator exclusion,N/A,N/A,Yes,GLM (2-way ANOVA),0,1,0,1,2008,2009,1,1,No,No,,,,,,
#233,Aldana 2016,5,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Density,Inferential analysis,Density,Invertebrate,N/A,individuals/5cm2,Predator exclusion,N/A,N/A,Yes,GLM (2-way ANOVA),0,1,0,1,2008,2009,1,1,No,No,,,,,,
#233,Aldana 2016,6,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Diversity,Inferential analysis,Diversity,Invertebrate,N/A,Shannon index,Predator exclusion,N/A,N/A,Yes,GLM (2-way ANOVA),0,1,0,1,2008,2009,1,1,No,No,,,,,,
#233,Aldana 2016,7,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Richness,Inferential analysis,Species richness,Invertebrate,N/A,species/5cm2,Predator exclusion,N/A,N/A,Yes,GLM (2-way ANOVA),0,1,0,1,2008,2009,1,1,No,No,,,,,,
#233,Aldana 2016,8,Environmental,Environmental,Primary,Qualitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Community composition,Narrative,Community composition,N/A,N/A,N/A,Predator exclusion,N/A,N/A,No,N/A,0,1,0,1,2008,2009,1,1,No,No,,,,,,
#15,Avendano 2025,1,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Density,Descriptive,Density,Chocolate rock shell,Thaisella chocolata,individuals/m2,N/A,N/A,N/A,No,N/A,1,0,0,0,1999,2013,14,4,No,No,,,,,,
#15,Avendano 2025,2,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Descriptive,Size,Chocolate rock shell,Thaisella chocolata,mm,N/A,N/A,N/A,No,N/A,1,0,0,0,1999,2013,14,4,No,No,,,,,,
#15,Avendano 2025,3,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Density,Descriptive,Density,Crab,Romaleon setosum,individuals/m2,N/A,N/A,N/A,No,N/A,1,0,0,0,1999,2009,10,3,No,No,,,,,,
#15,Avendano 2025,4,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Descriptive,Size,Crab,Romaleon setosum,mm,N/A,N/A,N/A,No,N/A,1,0,0,0,1999,2009,10,3,No,No,,,,,,
#15,Avendano 2025,5,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Density,Descriptive,Density,Octopus,Octopus mimus,individuals/m2,N/A,N/A,N/A,No,N/A,1,0,0,0,1999,1999,<1,1,No,No,,,,,,
#15,Avendano 2025,6,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Descriptive,Size,Octopus,Octopus mimus,mm,N/A,N/A,N/A,No,N/A,1,0,0,0,1999,1999,<1,1,No,No,,,,,,
#15,Avendano 2025,7,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Density,Descriptive,Density,Bivalve,T. pannosa,individuals/m2,Season,N/A,N/A,No,N/A,1,0,0,0,2005,2009,4,6,No,No,,,,,,
#15,Avendano 2025,8,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Size,Descriptive,Size,Bivalve,T. pannosa,mm,Season,N/A,N/A,No,N/A,1,0,0,0,2005,2009,4,6,No,No,,,,,,
#15,Avendano 2025,9,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Density,Descriptive,Density,Bivalve,T. dombeii,individuals/m2,Season,N/A,N/A,No,N/A,1,0,0,0,2005,2009,4,6,No,No,,,,,,
#15,Avendano 2025,10,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Size,Descriptive,Size,Bivalve,T. dombeii,mm,Season,N/A,N/A,No,N/A,1,0,0,0,2005,2009,4,6,No,No,,,,,,
#446,ZAMORANO 1995,1,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Density,Descriptive,Density,Polychaete,Phragmatopoma virgin,individuals/64cm2,Predator exclusion,N/A,N/A,No,N/A,1,0,0,0,1990,1991,1,18,No,No,,,,,,
#219,Blanco 2017,1,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Density,Inferential analysis,Density,Keyhole limpet,Fissurella Latimarginata,individuals/m2,N/A,N/A,N/A,Yes,GLM,0,4,4,0,2012,2012,<1,1,No,No,Predictive spatial distribution of potential egg production,,,,,
#219,Blanco 2017,2,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Size,Inferential analysis,Peristomal length,Keyhole limpet,Fissurella Latimarginata,cm,N/A,N/A,N/A,Yes,GLM,0,4,4,0,2012,2012,<1,1,No,No,,,,,,
#219,Blanco 2017,3,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Reproductive output,Inferential analysis,Oocytes (per female),Keyhole limpet,Fissurella Latimarginata,no./female,N/A,N/A,N/A,Yes,GLM,0,4,4,0,2012,2012,<1,1,No,No,,,,,,
#219,Blanco 2017,4,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Reproductive output,Inferential analysis,Egg production,Keyhole limpet,Fissurella Latimarginata,no./m2,N/A,N/A,N/A,Yes,GLM,0,4,4,0,2012,2012,<1,1,No,No,,,,,,
#219,Blanco 2017,5,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Density,Inferential analysis,Density,Red sea urchin,Loxechinus albus,individuals/m2,N/A,N/A,N/A,Yes,GLM,0,4,4,0,2012,2012,<1,1,No,No,,,,,,
#219,Blanco 2017,6,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Size,Inferential analysis,Diameter,Red sea urchin,Loxechinus albus,cm,N/A,N/A,N/A,Yes,GLM,0,4,4,0,2012,2012,<1,1,No,No,,,,,,
#219,Blanco 2017,7,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Reproductive output,Inferential analysis,Oocytes (per female),Red sea urchin,Loxechinus albus,no./female,N/A,N/A,N/A,Yes,GLM,0,4,4,0,2012,2012,<1,1,No,No,,,,,,
#219,Blanco 2017,8,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,Laboratory analysis,N/A,N/A,N/A,N/A,Reproductive output,Inferential analysis,Egg production,Red sea urchin,Loxechinus albus,no./m2,N/A,N/A,N/A,Yes,GLM,0,4,4,0,2012,2012,<1,1,No,No,,,,,,
#155,Fernandez 2020,1,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Inferential analysis,Peristomal length,Loco,Concholepas concholepas,cm,Index of availability of open areas,N/A,N/A,Yes,"Permanova, Wilcoxon test, GLM",0,15,23,0,2017,2018,<1,1,No,No,,,,,,
#155,Fernandez 2020,2,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Inferential analysis,% Below minimum legal size,Loco,Concholepas concholepas,%,Index of availability of open areas,N/A,N/A,Yes,"Permanova, Wilcoxon test, GLM",0,15,23,0,2017,2018,<1,1,No,No,,,,,,
#155,Fernandez 2020,3,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Inferential analysis,Shell length,Keyhole limpet,Fissurella spp,cm,Index of availability of open areas,N/A,N/A,Yes,"Permanova, Wilcoxon test, GLM",0,15,23,0,2017,2018,<1,1,No,No,,,,,,
#155,Fernandez 2020,4,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Inferential analysis,% Below minimum legal size,Keyhole limpet,Fissurella spp,%,Index of availability of open areas,N/A,N/A,Yes,"Permanova, Wilcoxon test, GLM",0,15,23,0,2017,2018,<1,1,No,No,,,,,,
#4,Perez-Matus 2025,1,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Density,Descriptive,Density,Kelp,Lessonia trabeculata ,individuals/m2,Recovery after kelp harvesting,N/A,N/A,No,N/A,0,3,3,0,2019,2023,4,7,No,No,,,,,,
#4,Perez-Matus 2025,2,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Descriptive,Holdfast diameter,Kelp,Lessonia trabeculata ,cm,Recovery after kelp harvesting,N/A,N/A,No,N/A,0,3,3,0,2019,2023,4,7,No,No,,,,,,
#4,Perez-Matus 2025,3,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Density,Descriptive,Density,Herbivores,N/A,individuals/m2,Recovery after kelp harvesting,N/A,N/A,No,N/A,0,3,3,0,2019,2023,4,7,No,No,,,,,,
#4,Perez-Matus 2025,4,Environmental,Environmental,Primary,Quantitative,Underwater video cameras (RUVs),Video analysis,N/A,N/A,N/A,N/A,Predation,Descriptive,Bite rates,Reef fish,N/A,no./minute,Recovery after kelp harvesting,N/A,N/A,No,N/A,0,3,3,0,2021,2023,2,5,No,No,,,,,,
#85,Hamame 2022,1,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Density,Inferential analysis,Density,Loco,Concholepas concholepas,individuals/m2,N/A,N/A,N/A,Yes,Kruskal-Wallis,0,5,0,7,2016,2016,<1,1,No,No,,,,,,
#85,Hamame 2022,2,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Inferential analysis,Size,Loco,Concholepas concholepas,mm,N/A,N/A,N/A,Yes,Kruskal-Wallis,0,5,0,7,2016,2016,<1,1,No,No,,,,,,
#85,Hamame 2022,3,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Inferential analysis,Proportional Stock Density (above MLS),Loco,Concholepas concholepas,%,N/A,N/A,N/A,Yes,Kruskal-Wallis,0,5,0,7,2016,2016,<1,1,No,No,,,,,,
#85,Hamame 2022,4,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Biomass,Inferential analysis,Medium Condition Factor,Loco,Concholepas concholepas,%,N/A,N/A,N/A,Yes,Kruskal-Wallis,0,5,0,7,2016,2016,<1,1,No,No,,,,,,
#85,Hamame 2022,5,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Density,Inferential analysis,Density,Red sea urchin,Loxechinus albus ,individuals/m2,N/A,N/A,N/A,Yes,Kruskal-Wallis,0,5,0,7,2016,2016,<1,1,No,No,,,,,,
#85,Hamame 2022,6,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Inferential analysis,Size,Red sea urchin,Loxechinus albus ,mm,N/A,N/A,N/A,Yes,Kruskal-Wallis,0,5,0,7,2016,2016,<1,1,No,No,,,,,,
#85,Hamame 2022,7,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Inferential analysis,Proportional Stock Density (above MLS),Red sea urchin,Loxechinus albus ,%,N/A,N/A,N/A,Yes,Kruskal-Wallis,0,5,0,7,2016,2016,<1,1,No,No,,,,,,
#85,Hamame 2022,8,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Biomass,Inferential analysis,Medium Condition Factor,Red sea urchin,Loxechinus albus ,%,N/A,N/A,N/A,Yes,Kruskal-Wallis,0,5,0,7,2016,2016,<1,1,No,No,MCF = weight relative to individuals in the same size range in all areas,,,,,
#85,Hamame 2022,9,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Density,Inferential analysis,Density,Bivalve ,Ameghinomya antiqua,individuals/m2,N/A,N/A,N/A,Yes,Kruskal-Wallis,0,5,0,7,2016,2016,<1,1,No,No,,,,,,
#85,Hamame 2022,10,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Inferential analysis,Size,Bivalve ,Ameghinomya antiqua,mm,N/A,N/A,N/A,Yes,Kruskal-Wallis,0,5,0,7,2016,2016,<1,1,No,No,,,,,,
#85,Hamame 2022,11,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Size,Inferential analysis,Proportional Stock Density (above MLS),Bivalve ,Ameghinomya antiqua,%,N/A,N/A,N/A,Yes,Kruskal-Wallis,0,5,0,7,2016,2016,<1,1,No,No,,,,,,
#85,Hamame 2022,12,Environmental,Environmental,Primary,Quantitative,Direct extractive sampling,N/A,N/A,N/A,N/A,N/A,Biomass,Inferential analysis,Medium Condition Factor,Bivalve ,Ameghinomya antiqua,%,N/A,N/A,N/A,Yes,Kruskal-Wallis,0,5,0,7,2016,2016,<1,1,No,No,,,,,,
#85,Hamame 2022,13,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Density,Inferential analysis,Average density,Benthic fauna,N/A,individuals/m2,N/A,N/A,N/A,Yes,Kruskal-Wallis,0,5,0,7,2016,2016,<1,1,No,No,,,,,,
#85,Hamame 2022,14,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Diversity,Inferential analysis,Diversity,Benthic fauna,N/A,Shannon Wiener Index,N/A,N/A,N/A,Yes,Kruskal-Wallis,0,5,0,7,2016,2016,<1,1,No,No,,,,,,
